# id:21--42-21 
0.66,0.16,-0.55367466395521
-0.23,0.67,0.59179320778999
0.95,-0.83,-2.5195830973314
0.96,-0.12,-2.2109820125462
0.17,0.38,0.15773252679412
-0.07,0.87,0.88433680442521
-0.08,-0.43,-0.23224028188881
-0.09,-0.17,0.17034384427966
0.46,-0.75,-1.2834302058505
0.4,-0.23,-0.61499654854639
0.82,0.61,-0.92253089848876
-0.84,0.62,-0.72864554079525
0.46,-0.8,-1.2059966976415
0.18,-0.96,-1.2290617854158
-0.69,-0.94,-1.8428914818503
0.66,0.97,0.11796947119653
0.23,-0.57,-0.59079424405352
0.64,0.17,-0.76032294346955
-0.4,0.59,0.54013466396049
-0.95,0.78,-0.92690282483496
-0.03,-0.01,0.23728737660691
0.64,0.89,-0.099553451977356
0.56,-0.46,-0.70324043722151
-0.28,0.01,-0.060521699067176
-0.2,-0.88,-1.1404417943238
0.78,-0.38,-1.3189105257591
0.73,0.95,-0.072223583644995
-0.76,0.18,-1.0785765784447
-0.85,0.42,-1.2384321125722
0.23,-0.53,-0.40656859152212
0.48,-0.12,-0.57875989000723
-0.56,-0.3,-0.91952096200167
0.32,-0.93,-1.3703668387095
0.88,0.92,-0.58070036103257
0.67,0.93,0.11753156986
0.7,-0.36,-1.4499806004184
-0.09,0.33,0.087481125088643
-0.48,-0.54,-0.7973439486227
0.87,0.25,-1.1067655805059
0.48,-0.33,-0.78550237982455
0.37,0.26,0.049774001392723
0.29,0.1,-0.41436929753438
0.21,0.53,0.37075778418632
-0.72,0.36,-0.46338992814119
-0.05,0.51,0.38581987224027
0.83,-0.57,-1.7781034833508
-0.61,-0.74,-1.7117396678533
0.14,0.71,0.5708415355556
-0.66,0.01,-0.78640905434692
0.63,-0.99,-1.664136421913
-0.06,0.32,0.26826878766565
-0.35,0.86,0.85665495668118
-0.35,0.18,0.040707745430743
-0.68,-0.48,-0.96205294742691
-0.58,0.8,-0.071944718620931
0.19,0.8,0.59471325512039
0.05,-0.53,-0.67812136590205
-0.11,-0.74,-1.1831383142964
-1,0.18,-1.468196562153
0.62,-0.04,-0.85119056151369
-0.31,0.45,0.45188279296951
0.39,0.08,-0.27722527318922
0.71,-0.48,-1.9679050865652
-0.21,-0.95,-1.0980949656861
0.54,-0.58,-1.1557739094182
-0.94,-0.52,-2.3867120416881
0.74,-0.28,-1.1068422438489
-0.67,-0.61,-1.6644300981749
0.9,-0.35,-1.9903606476242
-0.09,-0.68,-0.66550917603789
-0.55,-0.91,-1.5440073966513
-0.89,0.51,-1.5044402217725
-0.43,0.01,-0.49489104933278
0.77,-0.43,-1.5984625394915
-0.81,0.39,-1.3199321598319
0.53,-0.12,-0.75899677487109
-0.17,-0.08,-0.049266855898269
0.97,-0.46,-2.2198918056597
0.45,-0.25,-0.45848898883831
-0.41,-0.01,-0.43560088302436
0.17,-0.34,-0.56968166755703
0.47,-0.09,-0.33336495582142
0.38,0.81,0.92538998437166
0.3,0.28,0.35478980084557
-0.54,-0.79,-0.87622536990438
0.6,-0.09,-0.90782661344551
-0.7,0.71,-0.21830088566183
-0.58,-0.13,-1.1576810547827
-0.28,-0.82,-0.84955615204631
0.45,-0.09,-0.77671451120816
0.58,-0.02,-0.56761533336283
0.79,-0.6,-1.5093383261233
0.9,0.75,-1.0925649249435
-0.05,0.35,0.23081663707752
-0.5,0.54,0.052565428613085
-0.67,0.68,-0.029247997802628
-0.8,0.8,-0.46496513901152
-0.42,0.59,-0.21131464021975
0.61,0.89,-0.37067815565928
-0.14,-0.94,-0.89245267267653
-0.91,-0.55,-2.0971048479776
-0.02,-0.6,-0.62697878976782
-0.84,0.4,-0.9658101210246
0.28,-0.12,-0.41088285552572
0.59,-0.27,-1.3646475163092
0.8,0.17,-1.3492622444419
0.71,0.59,-0.47762053259381
0.57,0.61,0.074564612503515
0.34,-0.49,-0.70606762854287
-0.05,0.84,0.67726330330119
-0.95,0.29,-1.4180908165841
0.52,-0.74,-1.0911877237233
0.09,-0.91,-0.87789597075561
0.85,-0.31,-1.6056057377872
0.99,-0.3,-2.0242111663317
-0.24,-0.92,-1.3966033607175
0.15,0.74,0.74513353678965
-0.52,0.32,-0.39475258836426
0.14,0.76,0.43118451555335
-0.8,-0.27,-1.5867693656685
-0.52,1,0.22552668232273
0.9,-0.81,-2.3176196837315
0.58,0.47,-0.070603237708476
0.81,-0.08,-1.1229743737662
0.99,-0.25,-2.3783726049635
-0.24,-0.97,-1.1656628052103
-0.97,-0.73,-2.7531995125803
-0.7,0.12,-0.90581035321145
-0.63,-0.86,-1.5390025448484
0.82,-0.65,-1.9621688467492
-0.16,-0.43,-0.58869423085097
-0.57,1,0.38210581408106
-0.69,-0.08,-0.97114386674125
0.32,0.46,-0.065061678461992
-0.32,0.52,0.45161696648519
-0.81,0.17,-1.244896329431
0.51,-0.92,-1.2386006162187
0.37,0.09,-0.67655565817308
0.56,0.17,-0.2974823634008
-0.99,0.54,-1.2604498449875
0.92,-0.23,-1.7473488544129
0.58,0.96,0.38820809329378
0.04,0.89,0.7685672623323
0.08,0.41,0.48106239990179
-0.98,-0.11,-1.883872022303
0.77,-0.13,-1.3905330214427
0.47,-0.8,-1.0568104108366
-0.13,0.78,0.44337013581991
0.12,-0.82,-0.60864964375929
0.23,0.81,0.72623080765529
0.7,0.42,-0.81960725488836
-0.03,0.21,0.23000200667
0.51,-0.67,-1.2550907519719
-0.7,0.07,-1.076742003692
0.5,-0.69,-1.3979530499351
-0.39,0.42,0.15834258872182
0.08,-0.81,-0.78156526223888
0.38,-0.88,-1.0511100481353
-0.93,-0.55,-2.3922206494139
0.53,-0.91,-1.7211717489401
0.35,0.29,0.27779928642085
-0.03,-0.18,-0.18813067065587
0.49,0.84,0.151837542374
-0.41,-0.39,-0.96386578610669
-0.99,0.83,-0.79224612997949
-0.59,0.71,0.051167887513984
0.25,0.39,0.093534347500903
-0.08,-0.24,-0.48620239599476
0.72,0.22,-0.79053892990004
0.83,0.22,-1.3537418810024
0.54,-0.56,-1.0431532885819
-0.37,-0.39,-0.67536698101196
-0.37,-1,-1.6143138858291
-0.26,-0.3,-0.52624137523171
-0.54,-0.74,-1.3062403478825
-0.2,0.82,0.46499975761193
0.56,0.77,0.11920754641488
-0.37,0.05,-0.41957192356411
0.6,0.23,-0.6739460375571
0.67,0.62,-0.49791143205979
0.05,-0.93,-1.1205344329951
0.32,-0.7,-1.0568025762674
0.46,-0.76,-1.3495606782796
0.06,0.18,0.26311624244421
0.46,-0.11,-0.28636435005023
-0.61,0,-0.54788799695458
0.33,0.03,0.023830795929642
0.61,0.97,0.30445881431949
0.04,-0.65,-0.45031664082399
-0.33,0.51,0.37393163749091
-0.38,0.47,0.36259672981583
0.32,-0.83,-0.99172495200536
0.24,0.95,1.2126741247173
0.23,-0.17,-0.39365752136307
0.18,-0.11,0.023713903284157
-0.56,-0.78,-1.369064056638
-0.03,0.77,0.98626907937588
-0.47,-0.57,-0.74764381597553
-0.99,0.59,-1.2619753949443
